23.841,966
23.869,1006
23.898,980
23.926,1036
23.955,1033
23.983,1029
24.012,1042
24.041,990
24.069,1061
24.098,1109
24.126,1037
24.155,1064
24.183,1068
24.212,1017
24.24,1164
24.269,1043
24.297,1020
24.326,1147
24.354,1147
24.383,1164
24.411,1109
24.44,1112
24.468,1183
24.497,1179
24.525,1184
24.554,1193
24.582,1245
24.611,1207
24.639,1251
24.668,1225
24.696,1295
24.725,1277
24.753,1315
24.782,1309
24.811,1371
24.839,1355
24.868,1400
24.896,1435
24.925,1413
24.953,1449
24.982,1438
25.01,1440
25.039,1561
25.067,1501
25.096,1533
25.124,1559
25.153,1551
25.181,1707
25.21,1741
25.238,1648
25.267,1630
25.295,1647
25.324,1775
25.352,1775
25.381,1807
25.409,1704
25.438,1735
25.466,1720
25.495,1774
25.524,1675
25.552,1847
25.581,1715
25.609,1733
25.638,1643
25.666,1716
25.695,1718
25.723,1611
25.752,1623
25.78,1564
25.809,1592
25.837,1570
25.866,1599
25.894,1504
25.923,1467
25.951,1493
25.98,1432
26.008,1451
26.037,1406
26.065,1441
26.094,1341
26.122,1377
26.151,1319
26.179,1292
26.208,1260
26.236,1258
26.265,1229
26.294,1253
26.322,1257
26.351,1207
26.379,1166
26.408,1118
26.436,1213
26.465,1130
26.493,1195
26.522,1111
26.55,1121
26.579,1114
26.607,1117
26.636,1046
26.664,1079
26.693,1069
26.721,1102
26.75,1063
26.778,1048
26.807,1066
26.835,1056
26.864,1019
26.892,1012
26.921,984
26.949,1048
26.978,988
27.006,1010
27.035,1053
27.064,956
27.092,1019
27.121,1005
27.149,990
27.178,964
27.206,968
27.235,1006
27.263,1014
27.292,969
27.32,916
27.349,944
27.377,973
27.406,976
27.434,916
27.463,981
27.491,922
27.52,912
27.548,920
27.577,919
27.605,928
27.634,886
27.662,905
27.691,956
27.719,899
27.748,865
27.777,934
27.805,880
27.834,871
27.862,982
27.891,911
27.919,897
27.948,884
27.976,904
28.005,896
28.033,869
28.062,912
28.09,909
28.119,930
28.147,858
28.176,919
28.204,863
28.233,852
28.261,864
28.29,953
28.318,914
28.347,837
28.375,856
28.404,934
28.432,865
28.461,865
28.489,833
28.518,794
28.547,844
28.575,822
28.604,918
28.632,834
28.661,865
28.689,828
28.718,922
28.746,878
28.775,868
28.803,850
28.832,817
28.86,834
28.889,818
28.917,829
28.946,819
28.974,859
29.003,826
29.031,842
29.06,849
29.088,807
29.117,824
29.145,825
29.174,880
29.202,872
29.231,810
29.259,801
29.288,831
29.317,767
29.345,852
29.374,799
29.402,832
29.431,818
29.459,865
29.488,830
29.516,818
29.545,776
29.573,777
29.602,838
29.63,795
29.659,811
29.687,779
29.716,761
29.744,747
29.773,869
29.801,858
29.83,784
29.858,823
29.887,757
29.915,817
29.944,756
29.972,762
30.001,829
30.03,805
30.058,801
30.087,823
30.115,820
30.144,836
30.172,777
30.201,792
30.229,770
30.258,772
30.286,806
30.315,830
30.343,810
30.372,826
30.4,814
30.429,781
30.457,762
30.486,819
30.514,786
30.543,809
30.571,767
30.6,760
30.628,736
30.657,829
30.685,831
30.714,799
30.742,852
30.771,758
30.8,750
30.828,772
30.857,817
30.885,810
30.914,786
30.942,798
30.971,784
30.999,761
31.028,784
31.056,790
31.085,780
31.113,735
31.142,772
31.17,738
31.199,795
31.227,782
31.256,765
31.284,767
31.313,822
31.341,756
31.37,744
31.398,777
31.427,802
31.455,705
31.484,828
31.513,752
31.541,719
31.57,774
31.598,756
31.627,789
31.655,747
31.684,766
31.712,793
31.741,816
31.769,759
31.798,748
31.826,782
31.855,746
31.883,748
31.912,740
31.94,809
31.969,748
31.997,745
32.026,728
32.054,771
32.083,734
32.111,766
32.14,808
32.168,749
32.197,775
32.225,715
32.254,795
32.283,724
32.311,802
32.34,779
32.368,818
32.397,772
32.425,738
32.454,745
32.482,730
32.511,766
32.539,737
32.568,779
32.596,767
32.625,760
32.653,719
32.682,733
32.71,779
32.739,760
32.767,730
32.796,732
32.824,763
32.853,729
32.881,767
32.91,725
32.938,727
32.967,732
32.995,755
33.024,733
33.053,751
33.081,698
33.11,752
33.138,709
33.167,725
33.195,674
33.224,747
33.252,732
33.281,769
33.309,762
33.338,785
33.366,723
33.395,718
33.423,779
33.452,742
33.48,727
33.509,764
33.537,752
33.566,744
33.594,769
33.623,780
33.651,767
33.68,681
33.708,684
33.737,754
33.766,760
33.794,743
33.823,723
33.851,731
33.88,786
33.908,791
33.937,739
33.965,759
33.994,757
34.022,753
34.051,735
34.079,707
34.108,719
34.136,726
34.165,785
34.193,788
34.222,760
34.25,765
34.279,730
34.307,746
34.336,789
34.364,754
34.393,710
34.421,744
34.45,765
34.478,716
34.507,705
34.536,765
34.564,733
34.593,744
34.621,795
34.65,724
34.678,751
34.707,778
34.735,715
34.764,720
34.792,738
34.821,743
34.849,745
34.878,743
34.906,746
34.935,721
34.963,717
34.992,762
35.02,792
35.049,762
35.077,728
35.106,727
35.134,804
35.163,772
35.191,766
35.22,725
35.248,738
35.277,689
35.306,706
35.334,743
35.363,759
35.391,758
35.42,782
35.448,764
35.477,748
35.505,777
35.534,756
35.562,786
35.591,779
35.619,739
35.648,755
35.676,753
35.705,758
35.733,781
35.762,768
35.79,777
35.819,752
35.847,790
35.876,785
35.904,745
35.933,785
35.961,780
35.99,754
36.019,810
36.047,765
36.076,768
36.104,755
36.133,752
36.161,697
36.19,836
36.218,788
36.247,741
36.275,784
36.304,785
36.332,745
36.361,810
36.389,762
36.418,770
36.446,795
36.475,810
36.503,824
36.532,843
36.56,828
36.589,792
36.617,763
36.646,773
36.674,846
36.703,840
36.731,820
36.76,824
36.789,830
36.817,841
36.846,836
36.874,839
36.903,854
36.931,820
36.96,808
36.988,883
37.017,842
37.045,881
37.074,859
37.102,840
37.131,816
37.159,845
37.188,843
37.216,868
37.245,861
37.273,871
37.302,861
37.33,914
37.359,885
37.387,907
37.416,885
37.444,913
37.473,892
37.501,960
37.53,905
37.559,898
37.587,904
37.616,905
37.644,960
37.673,945
37.701,921
37.73,992
37.758,883
37.787,989
37.815,888
37.844,951
37.872,933
37.901,941
37.929,974
37.958,945
37.986,974
38.015,930
38.043,923
38.072,933
38.1,852
38.129,902
38.157,931
38.186,976
38.214,973
38.243,999
38.272,925
38.3,925
38.329,883
38.357,850
38.386,877
38.414,874
38.443,935
38.471,876
38.5,889
38.528,875
38.557,895
38.585,913
38.614,891
38.642,905
38.671,859
38.699,892
38.728,923
38.756,858
38.785,867
38.813,881
38.842,850
38.87,914
38.899,825
38.927,877
38.956,867
38.984,883
39.013,882
39.042,862
39.07,819
39.099,850
39.127,861
39.156,881
39.184,825
39.213,803
39.241,876
39.27,814
39.298,761
39.327,800
39.355,808
39.384,780
39.412,794
39.441,799
39.469,720
39.498,807
39.526,819
39.555,840
39.583,780
39.612,763
39.64,773
39.669,790
39.697,759
39.726,787
39.754,733
39.783,730
39.812,770
39.84,825
39.869,779
39.897,792
39.926,785
39.954,790
39.983,779
40.011,751
40.04,775
40.068,756
40.097,792
40.125,773
40.154,755
40.182,730
40.211,740
40.239,725
40.268,742
40.296,737
40.325,779
40.353,751
40.382,736
40.41,759
40.439,777
40.467,776
40.496,808
40.525,781
40.553,758
40.582,740
40.61,761
40.639,750
40.667,767
40.696,738
40.724,734
40.753,747
40.781,713
40.81,757
40.838,778
40.867,701
40.895,717
40.924,734
40.952,730
40.981,782
41.009,745
41.038,760
41.066,746
41.095,720
41.123,768
41.152,738
41.18,683
41.209,762
41.237,756
41.266,794
41.295,714
41.323,713
41.352,768
41.38,727
41.409,738
41.437,748
41.466,721
41.494,737
41.523,746
41.551,697
41.58,711
41.608,693
41.637,723
41.665,734
41.694,742
41.722,750
41.751,719
41.779,755
41.808,751
41.836,729
41.865,727
41.893,704
41.922,747
41.95,722
41.979,728
42.007,728
42.036,713
42.065,703
42.093,669
42.122,754
42.15,729
42.179,708
42.207,774
42.236,720
42.264,649
42.293,738
42.321,720
42.35,736
42.378,766
42.407,719
42.435,707
42.464,720
42.492,706
42.521,687
42.549,692
42.578,696
42.606,727
42.635,722
42.663,735
42.692,735
42.72,752
42.749,736
42.778,677
42.806,762
42.835,692
42.863,724
42.892,688
42.92,752
42.949,707
42.977,743
43.006,744
43.034,692
43.063,721
43.091,741
43.12,720
43.148,710
43.177,761
43.205,722
43.234,730
43.262,720
43.291,750
43.319,729
43.348,705
43.376,699
43.405,736
43.433,740
43.462,720
43.49,751
43.519,697
43.548,773
43.576,721
43.605,712
43.633,729
43.662,711
43.69,742
43.719,742
43.747,716
43.776,730
43.804,703
43.833,682
43.861,760
43.89,719
43.918,717
43.947,717
43.975,722
44.004,684
44.032,758
44.061,688
44.089,758
44.118,742
44.146,751
44.175,791
44.203,757
44.232,691
44.26,774
44.289,687
44.318,714
44.346,718
44.375,739
44.403,795
44.432,722
44.46,755
44.489,737
44.517,687
44.546,757
44.574,716
44.603,695
44.631,732
44.66,770
44.688,760
44.717,714
44.745,752
44.774,734
44.802,745
44.831,758
44.859,751
44.888,695
44.916,724
44.945,743
44.973,686
45.002,716
45.031,726
45.059,762
45.088,774
45.116,737
45.145,753
45.173,806
45.202,785
45.23,688
45.259,744
45.287,767
45.316,721
45.344,751
45.373,772
45.401,732
45.43,755
45.458,791
45.487,765
45.515,692
45.544,776
45.572,768
45.601,744
45.629,738
45.658,695
45.686,808
45.715,722
45.743,726
45.772,737
45.801,759
45.829,800
45.858,694
45.886,709
45.915,763
45.943,763
45.972,739
46,790
46.029,761
46.057,774
46.086,807
46.114,752
46.143,800
46.171,730
46.2,732
46.228,783
46.257,801
46.285,811
46.314,749
46.342,772
46.371,743
46.399,786
46.428,829
46.456,798
46.485,784
46.513,740
46.542,785
46.571,806
46.599,771
46.628,774
46.656,769
46.685,772
46.713,797
46.742,799
46.77,775
46.799,791
46.827,773
46.856,788
46.884,760
46.913,827
46.941,780
46.97,799
46.998,826
47.027,820
47.055,853
47.084,833
47.112,857
47.141,842
47.169,843
47.198,852
47.226,866
47.255,887
47.284,804
47.312,907
47.341,923
47.369,848
47.398,885
47.426,904
47.455,874
47.483,912
47.512,889
47.54,849
47.569,852
47.597,951
47.626,914
47.654,894
47.683,952
47.711,937
47.74,964
47.768,907
47.797,930
47.825,918
47.854,949
47.882,957
47.911,1020
47.939,954
47.968,991
47.996,1020
48.025,990
48.054,920
48.082,941
48.111,978
48.139,981
48.168,983
48.196,977
48.225,988
48.253,949
48.282,970
48.31,939
48.339,980
48.367,900
48.396,948
48.424,985
48.453,978
48.481,946
48.51,923
48.538,950
48.567,955
48.595,934
48.624,906
48.652,869
48.681,902
48.709,879
48.738,895
48.766,887
48.795,904
48.824,894
48.852,878
48.881,853
48.909,890
48.938,864
48.966,912
48.995,838
49.023,836
49.052,871
49.08,818
49.109,822
49.137,856
49.166,832
49.194,813
49.223,842
49.251,814
49.28,816
49.308,791
49.337,792
49.365,836
49.394,820
49.422,810
49.451,789
49.479,814
49.508,798
49.537,787
49.565,795
49.594,776
49.622,780
49.651,765
49.679,787
49.708,761
49.736,765
49.765,788
49.793,790
49.822,753
49.85,801
49.879,743
49.907,735
49.936,769
49.964,744
49.993,766
